Invoice_id,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Date,Payment,Rating
629-42-4133,Giza,Naypyitaw,Normal,Male,Health and beauty,21.8,8,2/19/2019,Cash,8.3
534-53-3526,Alex,Yangon,Normal,Female,Sports and travel,94.76,4,2/11/2019,Ewallet,7.8
307-04-2070,Alex,Yangon,Member,Female,Fashion accessories,30.62,1,2/5/2019,Credit card,4.1
468-99-7231,Giza,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,3/3/2019,Cash,8.8
516-77-6464,Giza,Naypyitaw,Member,Female,Health and beauty,10.16,5,2/24/2019,Ewallet,4.1
404-91-5964,Alex,Yangon,Normal,Male,Electronic accessories,74.58,7,2/4/2019,Credit card,9
886-77-9084,Giza,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,2/19/2019,Ewallet,5.5
790-38-4466,Giza,Naypyitaw,Normal,Female,Health and beauty,10.99,5,1/23/2019,Credit card,9.3
704-10-4056,Giza,Naypyitaw,Member,Male,Health and beauty,60.47,3,1/14/2019,Credit card,5.6
497-37-6538,Alex,Yangon,Normal,Male,Sports and travel,58.91,7,1/17/2019,Ewallet,9.7
651-96-5970,Alex,Yangon,Normal,Male,Fashion accessories,46.41,1,3/3/2019,Credit card,4
400-80-4065,Giza,Naypyitaw,Member,Male,Health and beauty,68.55,4,2/15/2019,Credit card,9.2
744-16-7898,Cairo,Mandalay,Normal,Female,Home and lifestyle,97.37,10,1/15/2019,Credit card,4.9
263-12-5321,Alex,Yangon,Member,Male,Electronic accessories,92.6,7,2/27/2019,Credit card,9.3
702-72-0487,Alex,Yangon,Normal,Female,Electronic accessories,46.61,2,2/26/2019,Credit card,6.6
605-83-1050,Cairo,Mandalay,Normal,Male,Fashion accessories,27.18,2,3/15/2019,Ewallet,4.3
443-60-9639,Giza,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,1/24/2019,Cash,5.5
864-24-7918,Alex,Yangon,Member,Female,Sports and travel,24.49,10,2/22/2019,Cash,8.1
359-94-5395,Cairo,Mandalay,Normal,Male,Health and beauty,92.78,1,3/15/2019,Credit card,9.8
401-09-4232,Giza,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,2/11/2019,Ewallet,9.4
751-15-6198,Cairo,Mandalay,Normal,Male,Sports and travel,23.01,6,1/12/2019,Ewallet,7.9
324-41-6833,Giza,Naypyitaw,Member,Female,Electronic accessories,30.2,8,3/3/2019,Ewallet,5.1
474-33-8305,Giza,Naypyitaw,Member,Male,Fashion accessories,67.39,7,3/23/2019,Ewallet,6.9
759-29-9521,Alex,Yangon,Member,Female,Fashion accessories,48.96,9,3/4/2019,Cash,8
831-81-6575,Cairo,Mandalay,Member,Female,Electronic accessories,75.59,9,2/23/2019,Cash,8
220-68-6701,Alex,Yangon,Normal,Female,Home and lifestyle,77.47,4,3/17/2019,Cash,4.2
618-34-8551,Alex,Yangon,Normal,Female,Sports and travel,93.18,2,1/16/2019,Credit card,8.5
257-60-7754,Alex,Yangon,Normal,Female,Electronic accessories,50.23,4,1/8/2019,Cash,9
559-61-5987,Cairo,Mandalay,Normal,Female,Health and beauty,17.75,1,1/14/2019,Cash,8.6
189-55-2313,Giza,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,1/31/2019,Ewallet,6
565-91-4567,Cairo,Mandalay,Normal,Male,Health and beauty,10.75,8,3/15/2019,Ewallet,6.2
380-60-5336,Alex,Yangon,Normal,Female,Electronic accessories,40.26,10,2/24/2019,Credit card,5
815-04-6282,Giza,Naypyitaw,Member,Female,Sports and travel,64.97,5,2/8/2019,Credit card,6.5
674-56-6360,Alex,Yangon,Normal,Male,Electronic accessories,95.15,1,3/22/2019,Cash,6
778-34-2523,Alex,Yangon,Member,Female,Electronic accessories,48.62,8,1/24/2019,Cash,5
499-27-7781,Cairo,Mandalay,Normal,Female,Food and beverages,53.21,8,3/14/2019,Ewallet,5
477-59-2456,Giza,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,1/23/2019,Cash,9.2
832-51-6761,Alex,Yangon,Normal,Male,Food and beverages,33.88,8,1/19/2019,Ewallet,9.6
869-11-3082,Cairo,Mandalay,Member,Male,Health and beauty,96.16,4,1/27/2019,Credit card,8.4
190-59-3964,Cairo,Mandalay,Member,Male,Food and beverages,47.16,5,2/3/2019,Credit card,6
366-43-6862,Cairo,Mandalay,Normal,Male,Electronic accessories,52.89,4,3/25/2019,Ewallet,6.7
186-43-8965,Alex,Yangon,Member,Female,Home and lifestyle,47.68,2,2/24/2019,Credit card,4.1
784-21-9238,Giza,Naypyitaw,Member,Male,Sports and travel,10.17,1,2/7/2019,Cash,5.9
276-75-6884,Alex,Yangon,Normal,Female,Health and beauty,68.71,3,3/4/2019,Cash,8.7
109-86-4363,Cairo,Mandalay,Member,Female,Sports and travel,60.08,7,2/14/2019,Credit card,4.5
569-76-2760,Alex,Yangon,Member,Female,Sports and travel,22.01,4,1/29/2019,Credit card,6.6
222-42-0244,Cairo,Mandalay,Member,Female,Health and beauty,72.11,9,1/28/2019,Credit card,7.7
760-53-9233,Alex,Yangon,Member,Male,Fashion accessories,41.28,3,3/26/2019,Credit card,8.5
538-22-0304,Giza,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,3/24/2019,Cash,5.2
416-17-9926,Alex,Yangon,Member,Female,Electronic accessories,74.22,10,1/1/2019,Credit card,4.3
237-44-6163,Alex,Yangon,Normal,Male,Electronic accessories,10.56,8,1/24/2019,Cash,7.6
636-17-0325,Cairo,Mandalay,Normal,Male,Health and beauty,62.57,4,2/25/2019,Cash,9.5
343-75-9322,Cairo,Mandalay,Member,Female,Sports and travel,11.85,8,1/9/2019,Cash,4.1
528-14-9470,Alex,Yangon,Member,Male,Health and beauty,91.3,1,2/14/2019,Ewallet,9.2
427-45-9297,Cairo,Mandalay,Member,Female,Home and lifestyle,40.73,7,3/12/2019,Ewallet,5.4
807-34-3742,Alex,Yangon,Normal,Male,Fashion accessories,52.38,1,3/26/2019,Cash,5.8
288-62-1085,Alex,Yangon,Member,Male,Fashion accessories,38.54,5,1/9/2019,Ewallet,5.6
670-71-7306,Cairo,Mandalay,Normal,Male,Sports and travel,44.63,6,1/2/2019,Credit card,5.1
660-29-7083,Giza,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,1/15/2019,Cash,5.8
271-77-8740,Giza,Naypyitaw,Member,Female,Sports and travel,29.22,6,1/1/2019,Ewallet,5
497-36-0989,Alex,Yangon,Normal,Male,Fashion accessories,51.94,3,2/15/2019,Cash,7.9
291-59-1384,Cairo,Mandalay,Normal,Male,Electronic accessories,60.3,1,2/28/2019,Cash,6
860-73-6466,Alex,Yangon,Member,Female,Sports and travel,39.47,2,3/2/2019,Credit card,5
549-23-9016,Giza,Naypyitaw,Member,Female,Food and beverages,14.87,2,2/13/2019,Credit card,8.9
896-34-0956,Alex,Yangon,Normal,Male,Fashion accessories,21.32,1,1/26/2019,Cash,5.9
804-38-3935,Alex,Yangon,Member,Male,Electronic accessories,93.78,3,1/30/2019,Credit card,5.9
585-90-0249,Alex,Yangon,Member,Male,Electronic accessories,73.26,1,1/27/2019,Ewallet,9.7
862-29-5914,Giza,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1/30/2019,Credit card,8.6
845-94-6841,Giza,Naypyitaw,Member,Female,Food and beverages,72.88,9,1/8/2019,Cash,4
125-45-2293,Alex,Yangon,Normal,Female,Fashion accessories,99.1,6,1/19/2019,Cash,4.2
843-73-4724,Alex,Yangon,Normal,Male,Fashion accessories,74.1,1,1/25/2019,Cash,9.2
409-33-9708,Alex,Yangon,Normal,Female,Fashion accessories,98.48,2,2/19/2019,Ewallet,9.2
658-66-3967,Giza,Naypyitaw,Normal,Male,Health and beauty,53.19,7,1/14/2019,Ewallet,5
866-70-2814,Cairo,Mandalay,Normal,Female,Electronic accessories,52.79,10,2/25/2019,Ewallet,10
160-22-2687,Alex,Yangon,Member,Female,Health and beauty,95.95,5,1/23/2019,Ewallet,8.8
895-03-6665,Cairo,Mandalay,Normal,Female,Fashion accessories,36.51,9,2/16/2019,Cash,4.2
770-42-8960,Cairo,Mandalay,Normal,Male,Food and beverages,21.12,8,1/1/2019,Cash,6.3
748-45-2862,Alex,Yangon,Member,Female,Home and lifestyle,28.31,4,3/7/2019,Cash,8.2
234-36-2483,Cairo,Mandalay,Normal,Male,Health and beauty,57.59,6,2/15/2019,Cash,5.1
316-66-3011,Alex,Yangon,Member,Female,Food and beverages,47.63,9,1/23/2019,Cash,5
848-95-6252,Giza,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,2/20/2019,Ewallet,7
840-76-5966,Alex,Yangon,Member,Male,Sports and travel,12.76,2,1/8/2019,Ewallet,7.8
152-03-4217,Cairo,Mandalay,Normal,Female,Home and lifestyle,11.28,9,3/17/2019,Credit card,4.3
533-66-5566,Cairo,Mandalay,Normal,Female,Home and lifestyle,51.07,7,1/12/2019,Cash,7
124-31-1458,Alex,Yangon,Member,Female,Electronic accessories,79.59,3,1/8/2019,Cash,6.6
176-78-1170,Giza,Naypyitaw,Member,Male,Health and beauty,33.81,3,1/26/2019,Ewallet,7.3
361-59-0574,Cairo,Mandalay,Member,Male,Sports and travel,90.53,8,3/15/2019,Credit card,6.5
101-81-4070,Giza,Naypyitaw,Member,Female,Health and beauty,62.82,2,1/17/2019,Ewallet,4.9
631-34-1880,Giza,Naypyitaw,Member,Male,Food and beverages,24.31,3,1/8/2019,Credit card,4.3
852-82-2749,Alex,Yangon,Normal,Male,Sports and travel,64.59,4,1/6/2019,Ewallet,9.3
873-14-6353,Alex,Yangon,Member,Male,Food and beverages,24.82,7,2/16/2019,Credit card,7.1
584-66-4073,Giza,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,3/13/2019,Ewallet,9.6
544-55-9589,Cairo,Mandalay,Member,Female,Electronic accessories,21.43,10,1/28/2019,Cash,6.2
166-19-2553,Alex,Yangon,Member,Male,Sports and travel,89.06,6,1/18/2019,Cash,9.9
737-88-5876,Alex,Yangon,Member,Male,Home and lifestyle,23.29,4,3/19/2019,Credit card,5.9
154-87-7367,Giza,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,3/15/2019,Ewallet,6.3
885-56-0389,Giza,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2/12/2019,Cash,4
608-05-3804,Cairo,Mandalay,Member,Male,Electronic accessories,39.75,1,2/25/2019,Cash,6.1
448-61-3783,Alex,Yangon,Normal,Female,Electronic accessories,90.02,8,3/21/2019,Credit card,4.5
761-49-0439,Cairo,Mandalay,Member,Female,Electronic accessories,12.1,8,1/19/2019,Ewallet,8.6
490-95-0021,Cairo,Mandalay,Member,Female,Food and beverages,33.21,10,1/8/2019,Ewallet,6
115-38-7388,Giza,Naypyitaw,Member,Female,Fashion accessories,10.18,8,3/30/2019,Credit card,9.5
311-13-6971,Cairo,Mandalay,Member,Male,Sports and travel,31.99,10,2/20/2019,Credit card,9.9
291-55-6563,Alex,Yangon,Member,Female,Home and lifestyle,34.42,6,3/30/2019,Ewallet,7.5
548-48-3156,Alex,Yangon,Member,Female,Food and beverages,83.34,2,3/19/2019,Cash,7.6
460-93-5834,Alex,Yangon,Normal,Male,Sports and travel,45.58,7,1/13/2019,Cash,5
325-89-4209,Alex,Yangon,Member,Male,Food and beverages,87.9,1,2/5/2019,Ewallet,6.7
884-80-6021,Alex,Yangon,Member,Female,Electronic accessories,73.47,10,3/23/2019,Ewallet,9.5
137-74-8729,Giza,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,3/13/2019,Ewallet,6.8
880-46-5796,Alex,Yangon,Member,Male,Sports and travel,76.92,10,3/17/2019,Ewallet,5.6
389-70-2397,Giza,Naypyitaw,Normal,Female,Health and beauty,83.66,5,2/21/2019,Cash,7.2
114-35-5271,Cairo,Mandalay,Normal,Female,Electronic accessories,57.91,8,2/7/2019,Cash,8.1
607-76-6216,Giza,Naypyitaw,Member,Female,Fashion accessories,92.49,5,3/2/2019,Credit card,8.6
715-20-1673,Cairo,Mandalay,Normal,Male,Electronic accessories,28.38,5,3/6/2019,Cash,9.4
811-35-1094,Cairo,Mandalay,Member,Male,Electronic accessories,50.45,6,2/6/2019,Credit card,8.9
699-88-1972,Cairo,Mandalay,Normal,Male,Health and beauty,99.16,8,1/28/2019,Credit card,4.2
781-84-8059,Giza,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,1/18/2019,Ewallet,5
409-49-6995,Giza,Naypyitaw,Member,Female,Food and beverages,47.27,6,2/5/2019,Cash,8.8
725-54-0677,Giza,Naypyitaw,Member,Male,Health and beauty,85.6,7,3/2/2019,Cash,5.3
146-09-5432,Alex,Yangon,Member,Male,Food and beverages,35.04,9,2/9/2019,Ewallet,4.6
377-79-7592,Giza,Naypyitaw,Member,Female,Electronic accessories,44.84,9,1/14/2019,Credit card,7.5
509-10-0516,Cairo,Mandalay,Normal,Male,Home and lifestyle,45.97,4,2/9/2019,Ewallet,5.1
595-94-9924,Alex,Yangon,Member,Female,Health and beauty,27.73,5,3/26/2019,Credit card,4.2
865-41-9075,Alex,Yangon,Normal,Male,Food and beverages,11.53,7,1/28/2019,Cash,8.1
545-07-8534,Giza,Naypyitaw,Normal,Female,Health and beauty,58.32,2,2/14/2019,Ewallet,6
118-62-1812,Giza,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,3/24/2019,Cash,7.9
450-42-3339,Giza,Naypyitaw,Normal,Male,Health and beauty,84.61,10,2/9/2019,Credit card,8.8
851-98-3555,Cairo,Mandalay,Normal,Female,Health and beauty,82.88,5,3/24/2019,Credit card,6.6
186-71-5196,Alex,Yangon,Member,Female,Food and beverages,79.54,2,3/27/2019,Ewallet,6.2
624-01-8356,Cairo,Mandalay,Normal,Female,Home and lifestyle,49.01,10,1/27/2019,Credit card,4.2
313-66-9943,Cairo,Mandalay,Member,Female,Food and beverages,29.15,3,3/27/2019,Credit card,7.3
151-27-8496,Giza,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,1/19/2019,Ewallet,8.6
453-33-6436,Alex,Yangon,Normal,Female,Home and lifestyle,93.12,8,2/7/2019,Cash,6.8
522-57-8364,Alex,Yangon,Member,Male,Fashion accessories,51.34,8,1/31/2019,Ewallet,7.6
459-45-2396,Alex,Yangon,Member,Female,Food and beverages,99.6,3,2/25/2019,Cash,5.8
717-96-4189,Giza,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,2/2/2019,Cash,4.1
722-13-2115,Giza,Naypyitaw,Member,Male,Sports and travel,42.85,1,3/14/2019,Credit card,9.3
749-81-8133,Alex,Yangon,Normal,Female,Fashion accessories,94.67,4,3/11/2019,Cash,6.8
777-67-2495,Cairo,Mandalay,Normal,Male,Home and lifestyle,68.97,3,2/22/2019,Ewallet,8.7
636-98-3364,Cairo,Mandalay,Member,Female,Electronic accessories,26.26,3,3/2/2019,Ewallet,6.3
246-55-6923,Giza,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,3/10/2019,Credit card,5.1
181-82-6255,Cairo,Mandalay,Normal,Female,Home and lifestyle,16.37,6,2/8/2019,Cash,7
838-02-1821,Giza,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,2/22/2019,Credit card,5.2
887-42-0517,Giza,Naypyitaw,Normal,Female,Sports and travel,83.14,7,1/10/2019,Credit card,6.6
457-12-0244,Giza,Naypyitaw,Member,Female,Sports and travel,35.22,6,3/14/2019,Ewallet,6.5
226-34-0034,Cairo,Mandalay,Normal,Female,Electronic accessories,13.78,4,1/10/2019,Ewallet,9
321-49-7382,Cairo,Mandalay,Member,Male,Sports and travel,88.31,1,2/15/2019,Credit card,5.2
397-25-8725,Alex,Yangon,Member,Female,Health and beauty,39.62,9,1/13/2019,Credit card,6.8
431-66-2305,Cairo,Mandalay,Normal,Female,Electronic accessories,88.25,9,2/15/2019,Credit card,7.6
825-94-5922,Cairo,Mandalay,Normal,Male,Sports and travel,25.31,2,3/2/2019,Ewallet,7.2
641-62-7288,Cairo,Mandalay,Normal,Male,Home and lifestyle,99.92,6,3/24/2019,Ewallet,7.1
756-93-1854,Giza,Naypyitaw,Member,Female,Fashion accessories,83.35,2,2/2/2019,Credit card,9.5
243-55-8457,Alex,Yangon,Normal,Female,Food and beverages,74.44,10,2/27/2019,Ewallet,5.1
458-10-8612,Giza,Naypyitaw,Normal,Male,Health and beauty,64.08,7,1/20/2019,Ewallet,7.6
501-61-1753,Cairo,Mandalay,Normal,Female,Home and lifestyle,63.15,6,1/3/2019,Ewallet,9.8
235-06-8510,Giza,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,1/24/2019,Ewallet,5.1
433-08-7822,Giza,Naypyitaw,Normal,Female,Health and beauty,78.89,7,1/5/2019,Ewallet,7.5
361-85-2571,Alex,Yangon,Normal,Female,Sports and travel,89.48,5,3/30/2019,Cash,7.4
131-70-8179,Alex,Yangon,Member,Female,Health and beauty,92.09,3,2/17/2019,Cash,4.2
500-02-2261,Giza,Naypyitaw,Normal,Female,Food and beverages,57.29,6,3/21/2019,Ewallet,5.9
720-72-2436,Alex,Yangon,Normal,Male,Food and beverages,66.52,4,3/2/2019,Ewallet,6.9
702-83-5291,Giza,Naypyitaw,Member,Male,Fashion accessories,99.82,9,3/27/2019,Cash,6.6
809-69-9497,Alex,Yangon,Normal,Female,Home and lifestyle,45.68,10,1/19/2019,Ewallet,5.7
449-16-6770,Alex,Yangon,Normal,Male,Health and beauty,50.79,5,2/19/2019,Credit card,5.3
333-23-2632,Alex,Yangon,Member,Male,Health and beauty,10.08,7,3/28/2019,Cash,4.2
489-82-1237,Alex,Yangon,Normal,Female,Electronic accessories,93.88,7,1/5/2019,Credit card,7.3
859-97-6048,Giza,Naypyitaw,Member,Male,Electronic accessories,84.25,2,3/26/2019,Credit card,5.3
676-10-2200,Cairo,Mandalay,Member,Male,Fashion accessories,53.78,1,2/3/2019,Ewallet,4.7
373-88-1424,Giza,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,2/6/2019,Ewallet,7.9
365-16-4334,Cairo,Mandalay,Normal,Female,Food and beverages,26.43,8,2/24/2019,Ewallet,8.9
503-21-4385,Cairo,Mandalay,Member,Male,Health and beauty,39.91,3,2/21/2019,Ewallet,9.3
305-89-2768,Cairo,Mandalay,Member,Female,Home and lifestyle,21.9,3,1/9/2019,Ewallet,4.7
574-80-1489,Cairo,Mandalay,Member,Female,Food and beverages,62.85,4,2/25/2019,Ewallet,8.7
784-08-0310,Giza,Naypyitaw,Member,Female,Food and beverages,21.04,4,1/13/2019,Cash,7.6
200-40-6154,Cairo,Mandalay,Member,Male,Home and lifestyle,65.91,6,2/9/2019,Cash,5.7
846-10-0341,Alex,Yangon,Normal,Female,Fashion accessories,42.57,7,1/6/2019,Cash,6.8
577-34-7579,Giza,Naypyitaw,Member,Male,Food and beverages,50.49,9,1/10/2019,Cash,5.4
430-02-3888,Cairo,Mandalay,Normal,Male,Electronic accessories,46.02,6,2/7/2019,Cash,7.1
867-47-1948,Giza,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,1/9/2019,Cash,7.8
384-59-6655,Alex,Yangon,Member,Female,Food and beverages,98.66,9,2/19/2019,Cash,8.4
256-58-3609,Giza,Naypyitaw,Member,Male,Fashion accessories,91.98,1,3/18/2019,Cash,9.8
324-92-3863,Alex,Yangon,Member,Male,Electronic accessories,20.89,2,2/5/2019,Cash,9.8
593-08-5916,Alex,Yangon,Normal,Female,Fashion accessories,15.5,1,3/19/2019,Credit card,7.4
364-34-2972,Giza,Naypyitaw,Member,Male,Electronic accessories,96.82,3,3/30/2019,Cash,6.7
794-42-3736,Cairo,Mandalay,Normal,Male,Food and beverages,33.33,2,1/26/2019,Credit card,6.4
172-42-8274,Cairo,Mandalay,Normal,Female,Electronic accessories,38.27,2,3/2/2019,Credit card,5.8
558-60-5016,Alex,Yangon,Normal,Female,Home and lifestyle,33.3,9,3/4/2019,Ewallet,7.2
195-06-0432,Alex,Yangon,Member,Male,Home and lifestyle,81.01,3,1/13/2019,Credit card,9.3
605-03-2706,Alex,Yangon,Normal,Female,Health and beauty,15.8,3,3/25/2019,Cash,9.5
214-30-2776,Cairo,Mandalay,Member,Female,Electronic accessories,34.49,5,3/11/2019,Credit card,9
746-04-1077,Cairo,Mandalay,Member,Female,Food and beverages,84.63,10,1/1/2019,Credit card,9
448-34-8700,Cairo,Mandalay,Member,Male,Home and lifestyle,36.91,7,2/10/2019,Ewallet,6.7
452-04-8808,Cairo,Mandalay,Normal,Male,Electronic accessories,87.08,7,1/26/2019,Cash,5.5
531-56-4728,Alex,Yangon,Normal,Male,Home and lifestyle,80.08,3,2/11/2019,Cash,5.4
744-82-9138,Giza,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,2/7/2019,Cash,8.2
883-69-1285,Cairo,Mandalay,Member,Male,Fashion accessories,49.92,2,3/6/2019,Credit card,7
221-25-5073,Alex,Yangon,Normal,Female,Food and beverages,74.66,4,3/4/2019,Cash,8.5
518-71-6847,Cairo,Mandalay,Member,Male,Food and beverages,26.6,6,2/26/2019,Ewallet,4.9
156-20-0370,Cairo,Mandalay,Normal,Female,Electronic accessories,25.45,1,3/10/2019,Credit card,5.1
151-33-7434,Cairo,Mandalay,Normal,Female,Food and beverages,67.77,1,2/4/2019,Credit card,6.5
728-47-9078,Giza,Naypyitaw,Member,Male,Food and beverages,59.59,4,1/19/2019,Cash,9.8
809-46-1866,Alex,Yangon,Normal,Male,Health and beauty,58.15,4,1/23/2019,Cash,8.4
139-32-4183,Alex,Yangon,Member,Female,Sports and travel,97.48,9,3/14/2019,Ewallet,7.4
148-41-7930,Giza,Naypyitaw,Normal,Male,Health and beauty,99.96,7,1/23/2019,Cash,6.1
189-40-5216,Giza,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,1/9/2019,Cash,6
374-38-5555,Cairo,Mandalay,Normal,Female,Fashion accessories,63.71,5,2/7/2019,Ewallet,8.5
764-44-8999,Cairo,Mandalay,Normal,Female,Health and beauty,14.76,2,2/18/2019,Ewallet,4.3
552-44-5977,Cairo,Mandalay,Member,Male,Health and beauty,62,8,1/3/2019,Credit card,6.2
267-62-7380,Giza,Naypyitaw,Member,Male,Electronic accessories,82.34,10,3/29/2019,Ewallet,4.3
430-53-4718,Cairo,Mandalay,Member,Male,Health and beauty,75.37,8,1/28/2019,Credit card,8.4
886-18-2897,Alex,Yangon,Normal,Female,Food and beverages,56.56,5,3/22/2019,Credit card,4.5
602-16-6955,Cairo,Mandalay,Normal,Female,Sports and travel,76.6,10,1/24/2019,Ewallet,6
745-74-0715,Alex,Yangon,Normal,Male,Electronic accessories,58.03,2,3/10/2019,Ewallet,8.8
690-01-6631,Cairo,Mandalay,Normal,Male,Fashion accessories,17.49,10,2/22/2019,Ewallet,6.6
652-49-6720,Giza,Naypyitaw,Member,Female,Electronic accessories,60.95,1,2/18/2019,Ewallet,5.9
233-67-5758,Giza,Naypyitaw,Normal,Male,Health and beauty,40.35,1,1/29/2019,Ewallet,6.2
303-96-2227,Cairo,Mandalay,Normal,Female,Home and lifestyle,97.38,10,3/2/2019,Ewallet,4.4
727-02-1313,Alex,Yangon,Member,Male,Food and beverages,31.84,1,2/9/2019,Cash,7.7
347-56-2442,Alex,Yangon,Normal,Male,Home and lifestyle,65.82,1,2/22/2019,Cash,4.1
849-09-3807,Alex,Yangon,Member,Female,Fashion accessories,88.34,7,2/18/2019,Cash,6.6
